power,heartRate,cadence,time
164.0,133.0,77.0,2259.0
165.0,134.0,77.0,2260.0
165.0,134.0,77.0,2261.0
166.0,134.0,77.0,2262.0
165.0,133.0,77.0,2263.0
165.0,133.0,77.0,2264.0
164.0,132.0,77.0,2265.0
165.0,132.0,78.0,2266.0
164.0,132.0,77.0,2267.0
164.0,132.0,76.0,2268.0
164.0,132.0,76.0,2269.0
165.0,131.0,76.0,2270.0
165.0,131.0,76.0,2271.0
164.0,132.0,78.0,2272.0
164.0,132.0,77.0,2273.0
165.0,132.0,77.0,2274.0
165.0,130.0,77.0,2275.0
165.0,131.0,77.0,2276.0
164.0,131.0,79.0,2277.0
164.0,132.0,78.0,2278.0
165.0,132.0,77.0,2279.0
165.0,133.0,76.0,2280.0
165.0,133.0,76.0,2281.0
166.0,133.0,78.0,2282.0
164.0,134.0,79.0,2283.0
165.0,134.0,79.0,2284.0
165.0,135.0,79.0,2285.0
165.0,135.0,78.0,2286.0
163.0,135.0,79.0,2287.0
164.0,135.0,78.0,2288.0
164.0,135.0,78.0,2289.0
163.0,135.0,77.0,2290.0
165.0,135.0,77.0,2291.0
164.0,135.0,77.0,2292.0
165.0,135.0,76.0,2293.0
165.0,134.0,76.0,2294.0
165.0,134.0,76.0,2295.0
164.0,134.0,78.0,2296.0
165.0,134.0,79.0,2297.0
165.0,134.0,78.0,2298.0
163.0,135.0,78.0,2299.0
165.0,135.0,77.0,2300.0
166.0,135.0,77.0,2301.0
166.0,134.0,77.0,2302.0
166.0,134.0,79.0,2303.0
165.0,134.0,78.0,2304.0
165.0,134.0,79.0,2305.0
165.0,134.0,79.0,2306.0
163.0,134.0,79.0,2307.0
164.0,134.0,80.0,2308.0
163.0,134.0,78.0,2309.0
165.0,134.0,78.0,2310.0
165.0,134.0,77.0,2311.0
165.0,134.0,77.0,2312.0
164.0,135.0,78.0,2313.0
165.0,135.0,76.0,2314.0
165.0,135.0,76.0,2315.0
165.0,135.0,76.0,2316.0
164.0,135.0,77.0,2317.0
165.0,135.0,78.0,2318.0
164.0,135.0,77.0,2319.0
165.0,135.0,76.0,2320.0
166.0,134.0,75.0,2321.0
166.0,134.0,76.0,2322.0
165.0,134.0,78.0,2323.0
164.0,134.0,77.0,2324.0
163.0,134.0,77.0,2325.0
164.0,135.0,76.0,2326.0
164.0,136.0,75.0,2327.0
165.0,135.0,75.0,2328.0
165.0,134.0,75.0,2329.0
165.0,133.0,74.0,2330.0
164.0,132.0,74.0,2331.0
165.0,132.0,74.0,2332.0
166.0,131.0,76.0,2333.0
164.0,131.0,76.0,2334.0
163.0,131.0,75.0,2335.0
165.0,131.0,75.0,2336.0
167.0,132.0,74.0,2337.0
165.0,132.0,76.0,2338.0
163.0,134.0,78.0,2339.0
164.0,136.0,77.0,2340.0
164.0,138.0,76.0,2341.0
164.0,137.0,75.0,2342.0
164.0,135.0,75.0,2343.0
164.0,134.0,75.0,2344.0
163.0,133.0,73.0,2345.0
164.0,132.0,72.0,2346.0
164.0,132.0,72.0,2347.0
164.0,132.0,71.0,2348.0
164.0,132.0,72.0,2349.0
164.0,132.0,71.0,2350.0
164.0,132.0,71.0,2351.0
164.0,133.0,71.0,2352.0
165.0,133.0,70.0,2353.0
172.0,133.0,71.0,2354.0
168.0,133.0,77.0,2355.0
162.0,132.0,82.0,2356.0
163.0,133.0,81.0,2357.0
164.0,133.0,78.0,2358.0
164.0,133.0,78.0,2359.0
165.0,134.0,76.0,2360.0
165.0,134.0,76.0,2361.0
165.0,134.0,76.0,2362.0
165.0,134.0,75.0,2363.0
163.0,134.0,75.0,2364.0
164.0,134.0,73.0,2365.0
166.0,134.0,72.0,2366.0
164.0,134.0,72.0,2367.0
164.0,132.0,73.0,2368.0
164.0,132.0,74.0,2369.0
164.0,132.0,72.0,2370.0
165.0,131.0,72.0,2371.0
164.0,131.0,72.0,2372.0
165.0,129.0,72.0,2373.0
165.0,129.0,72.0,2374.0
165.0,129.0,74.0,2375.0
164.0,130.0,73.0,2376.0
164.0,130.0,73.0,2377.0
165.0,130.0,73.0,2378.0
165.0,128.0,73.0,2379.0
165.0,128.0,74.0,2380.0
164.0,127.0,72.0,2381.0
165.0,126.0,72.0,2382.0
163.0,126.0,73.0,2383.0
164.0,125.0,73.0,2384.0
167.0,124.0,74.0,2385.0
164.0,126.0,75.0,2386.0
164.0,127.0,77.0,2387.0
163.0,126.0,77.0,2388.0
163.0,126.0,76.0,2389.0
164.0,126.0,76.0,2390.0
164.0,125.0,74.0,2391.0
165.0,124.0,74.0,2392.0
164.0,125.0,74.0,2393.0
164.0,127.0,73.0,2394.0
164.0,129.0,74.0,2395.0
164.0,131.0,73.0,2396.0
165.0,133.0,72.0,2397.0
164.0,134.0,72.0,2398.0
163.0,134.0,72.0,2399.0
165.0,135.0,73.0,2400.0
168.0,135.0,72.0,2401.0
167.0,135.0,74.0,2402.0
165.0,136.0,76.0,2403.0
164.0,137.0,76.0,2404.0
164.0,138.0,76.0,2405.0
164.0,139.0,74.0,2406.0
164.0,138.0,73.0,2407.0
164.0,140.0,73.0,2408.0
164.0,140.0,72.0,2409.0
165.0,142.0,73.0,2410.0
166.0,144.0,72.0,2411.0
166.0,144.0,72.0,2412.0
165.0,145.0,73.0,2413.0
165.0,146.0,73.0,2414.0
165.0,145.0,73.0,2415.0
165.0,144.0,74.0,2416.0
164.0,142.0,73.0,2417.0
165.0,142.0,74.0,2418.0
165.0,143.0,74.0,2419.0
165.0,144.0,75.0,2420.0
165.0,144.0,76.0,2421.0
165.0,143.0,75.0,2422.0
165.0,141.0,74.0,2423.0
164.0,143.0,74.0,2424.0
164.0,143.0,73.0,2425.0
165.0,141.0,74.0,2426.0
166.0,139.0,73.0,2427.0
166.0,137.0,74.0,2428.0
165.0,135.0,75.0,2429.0
166.0,133.0,75.0,2430.0
165.0,133.0,76.0,2431.0
165.0,133.0,75.0,2432.0
164.0,131.0,75.0,2433.0
165.0,131.0,75.0,2434.0
164.0,130.0,75.0,2435.0
164.0,130.0,76.0,2436.0
165.0,131.0,75.0,2437.0
165.0,132.0,75.0,2438.0
167.0,132.0,76.0,2439.0
165.0,133.0,78.0,2440.0
164.0,133.0,78.0,2441.0
165.0,132.0,76.0,2442.0
165.0,131.0,76.0,2443.0
165.0,131.0,76.0,2444.0
164.0,131.0,76.0,2445.0
164.0,131.0,75.0,2446.0
164.0,130.0,76.0,2447.0
164.0,129.0,75.0,2448.0
165.0,129.0,76.0,2449.0
165.0,129.0,76.0,2450.0
165.0,128.0,76.0,2451.0
165.0,128.0,78.0,2452.0
166.0,128.0,77.0,2453.0
165.0,128.0,78.0,2454.0
165.0,128.0,78.0,2455.0
164.0,128.0,77.0,2456.0
165.0,129.0,78.0,2457.0
165.0,129.0,77.0,2458.0
165.0,129.0,77.0,2459.0
163.0,129.0,77.0,2460.0
164.0,129.0,76.0,2461.0
164.0,129.0,75.0,2462.0
165.0,129.0,74.0,2463.0
165.0,129.0,74.0,2464.0
164.0,128.0,74.0,2465.0
163.0,128.0,73.0,2466.0
163.0,127.0,74.0,2467.0
165.0,126.0,72.0,2468.0
164.0,125.0,72.0,2469.0
165.0,125.0,71.0,2470.0
165.0,125.0,71.0,2471.0
165.0,124.0,72.0,2472.0
165.0,124.0,72.0,2473.0
165.0,123.0,72.0,2474.0
165.0,123.0,72.0,2475.0
166.0,122.0,72.0,2476.0
166.0,122.0,72.0,2477.0
167.0,123.0,74.0,2478.0
170.0,125.0,75.0,2479.0
168.0,125.0,81.0,2480.0
163.0,125.0,90.0,2481.0
164.0,126.0,93.0,2482.0
165.0,126.0,91.0,2483.0
165.0,126.0,89.0,2484.0
163.0,127.0,89.0,2485.0
164.0,126.0,89.0,2486.0
164.0,124.0,89.0,2487.0
163.0,124.0,90.0,2488.0
163.0,125.0,88.0,2489.0
164.0,125.0,87.0,2490.0
165.0,125.0,85.0,2491.0
164.0,125.0,84.0,2492.0
164.0,126.0,84.0,2493.0
165.0,126.0,83.0,2494.0
164.0,126.0,83.0,2495.0
164.0,127.0,83.0,2496.0
165.0,127.0,82.0,2497.0
165.0,127.0,83.0,2498.0
166.0,126.0,83.0,2499.0
165.0,126.0,84.0,2500.0
166.0,125.0,85.0,2501.0
165.0,125.0,86.0,2502.0
163.0,125.0,87.0,2503.0
164.0,125.0,85.0,2504.0
165.0,125.0,84.0,2505.0
165.0,125.0,84.0,2506.0
165.0,125.0,85.0,2507.0
165.0,125.0,86.0,2508.0
165.0,126.0,86.0,2509.0
165.0,126.0,85.0,2510.0
164.0,126.0,85.0,2511.0
164.0,126.0,85.0,2512.0
165.0,126.0,85.0,2513.0
164.0,126.0,84.0,2514.0
164.0,126.0,84.0,2515.0
163.0,127.0,84.0,2516.0
164.0,127.0,82.0,2517.0
167.0,127.0,82.0,2518.0
165.0,127.0,82.0,2519.0
164.0,127.0,83.0,2520.0
165.0,127.0,82.0,2521.0
166.0,126.0,82.0,2522.0
164.0,126.0,82.0,2523.0
164.0,125.0,83.0,2524.0
163.0,125.0,82.0,2525.0
165.0,125.0,81.0,2526.0
165.0,125.0,80.0,2527.0
165.0,125.0,80.0,2528.0
164.0,125.0,81.0,2529.0
164.0,126.0,80.0,2530.0
164.0,126.0,80.0,2531.0
165.0,126.0,80.0,2532.0
165.0,127.0,80.0,2533.0
165.0,127.0,82.0,2534.0
165.0,128.0,81.0,2535.0
164.0,128.0,81.0,2536.0
164.0,128.0,81.0,2537.0
164.0,128.0,81.0,2538.0
165.0,128.0,82.0,2539.0
166.0,128.0,80.0,2540.0
166.0,127.0,81.0,2541.0
166.0,127.0,82.0,2542.0
164.0,126.0,82.0,2543.0
164.0,125.0,84.0,2544.0
164.0,124.0,83.0,2545.0
164.0,123.0,82.0,2546.0
165.0,123.0,82.0,2547.0
165.0,122.0,82.0,2548.0
164.0,122.0,83.0,2549.0
164.0,121.0,81.0,2550.0
165.0,123.0,81.0,2551.0
165.0,123.0,81.0,2552.0
164.0,123.0,82.0,2553.0
163.0,121.0,81.0,2554.0
163.0,120.0,81.0,2555.0
165.0,121.0,78.0,2556.0
165.0,121.0,77.0,2557.0
164.0,120.0,76.0,2558.0
164.0,122.0,76.0,2559.0
164.0,124.0,77.0,2560.0
165.0,126.0,76.0,2561.0
165.0,127.0,75.0,2562.0
165.0,128.0,75.0,2563.0
164.0,130.0,75.0,2564.0
164.0,131.0,77.0,2565.0
164.0,131.0,76.0,2566.0
165.0,130.0,76.0,2567.0
166.0,130.0,76.0,2568.0
164.0,131.0,76.0,2569.0
166.0,131.0,77.0,2570.0
165.0,131.0,77.0,2571.0
165.0,130.0,77.0,2572.0
164.0,129.0,77.0,2573.0
165.0,128.0,77.0,2574.0
164.0,124.0,78.0,2575.0
164.0,122.0,77.0,2576.0
165.0,121.0,77.0,2577.0
167.0,119.0,77.0,2578.0
167.0,118.0,79.0,2579.0
165.0,119.0,82.0,2580.0
167.0,119.0,82.0,2581.0
164.0,121.0,83.0,2582.0
163.0,122.0,83.0,2583.0
164.0,124.0,82.0,2584.0
163.0,125.0,82.0,2585.0
164.0,127.0,80.0,2586.0
164.0,128.0,79.0,2587.0
165.0,129.0,79.0,2588.0
165.0,130.0,79.0,2589.0
164.0,132.0,78.0,2590.0
165.0,133.0,79.0,2591.0
164.0,134.0,79.0,2592.0
164.0,135.0,78.0,2593.0
164.0,137.0,78.0,2594.0
164.0,139.0,77.0,2595.0
165.0,141.0,78.0,2596.0
165.0,143.0,77.0,2597.0
165.0,143.0,77.0,2598.0
164.0,145.0,77.0,2599.0
164.0,147.0,77.0,2600.0
163.0,146.0,78.0,2601.0
164.0,145.0,77.0,2602.0
164.0,145.0,76.0,2603.0
164.0,146.0,75.0,2604.0
164.0,147.0,74.0,2605.0
164.0,148.0,74.0,2606.0
165.0,148.0,74.0,2607.0
165.0,148.0,74.0,2608.0
164.0,147.0,74.0,2609.0
165.0,149.0,74.0,2610.0
165.0,150.0,75.0,2611.0
166.0,148.0,75.0,2612.0
165.0,147.0,76.0,2613.0
164.0,146.0,76.0,2614.0
164.0,144.0,76.0,2615.0
164.0,143.0,76.0,2616.0
164.0,142.0,75.0,2617.0
164.0,141.0,76.0,2618.0
165.0,140.0,76.0,2619.0
165.0,140.0,75.0,2620.0
164.0,137.0,76.0,2621.0
164.0,136.0,75.0,2622.0
164.0,135.0,75.0,2623.0
164.0,134.0,75.0,2624.0
164.0,134.0,75.0,2625.0
165.0,135.0,76.0,2626.0
163.0,136.0,77.0,2627.0
164.0,136.0,75.0,2628.0
164.0,137.0,74.0,2629.0
165.0,137.0,73.0,2630.0
164.0,138.0,73.0,2631.0
165.0,138.0,74.0,2632.0
163.0,139.0,73.0,2633.0
169.0,139.0,72.0,2634.0
168.0,139.0,74.0,2635.0
164.0,139.0,77.0,2636.0
163.0,138.0,80.0,2637.0
163.0,138.0,78.0,2638.0
165.0,138.0,77.0,2639.0
164.0,139.0,76.0,2640.0
164.0,140.0,76.0,2641.0
163.0,141.0,76.0,2642.0
166.0,142.0,75.0,2643.0
165.0,142.0,75.0,2644.0
164.0,142.0,75.0,2645.0
165.0,142.0,75.0,2646.0
165.0,142.0,75.0,2647.0
165.0,143.0,75.0,2648.0
165.0,144.0,76.0,2649.0
163.0,143.0,76.0,2650.0
165.0,141.0,75.0,2651.0
165.0,140.0,75.0,2652.0
165.0,138.0,75.0,2653.0
165.0,137.0,75.0,2654.0
164.0,136.0,74.0,2655.0
164.0,136.0,74.0,2656.0
165.0,136.0,75.0,2657.0
165.0,137.0,74.0,2658.0
165.0,136.0,74.0,2659.0
165.0,136.0,74.0,2660.0
165.0,135.0,74.0,2661.0
164.0,134.0,75.0,2662.0
165.0,134.0,74.0,2663.0
164.0,136.0,74.0,2664.0
164.0,136.0,73.0,2665.0
164.0,135.0,73.0,2666.0
165.0,134.0,73.0,2667.0
164.0,132.0,74.0,2668.0
164.0,133.0,73.0,2669.0
165.0,133.0,73.0,2670.0
166.0,132.0,73.0,2671.0
166.0,130.0,73.0,2672.0
164.0,129.0,74.0,2673.0
164.0,129.0,73.0,2674.0
165.0,130.0,74.0,2675.0
165.0,130.0,74.0,2676.0
164.0,130.0,74.0,2677.0
165.0,131.0,75.0,2678.0
164.0,133.0,74.0,2679.0
166.0,137.0,74.0,2680.0
166.0,138.0,75.0,2681.0
164.0,138.0,75.0,2682.0
163.0,139.0,76.0,2683.0
164.0,139.0,74.0,2684.0
164.0,139.0,74.0,2685.0
166.0,137.0,74.0,2686.0
165.0,135.0,74.0,2687.0
163.0,136.0,75.0,2688.0
164.0,136.0,75.0,2689.0
164.0,136.0,74.0,2690.0
165.0,138.0,73.0,2691.0
165.0,139.0,73.0,2692.0
165.0,138.0,73.0,2693.0
164.0,138.0,74.0,2694.0
164.0,138.0,73.0,2695.0
165.0,136.0,73.0,2696.0
164.0,134.0,73.0,2697.0
165.0,133.0,73.0,2698.0
165.0,131.0,74.0,2699.0
164.0,130.0,73.0,2700.0
165.0,128.0,72.0,2701.0
163.0,130.0,72.0,2702.0
165.0,131.0,72.0,2703.0
164.0,132.0,72.0,2704.0
166.0,133.0,71.0,2705.0
164.0,133.0,71.0,2706.0
164.0,134.0,72.0,2707.0
164.0,135.0,72.0,2708.0
165.0,134.0,73.0,2709.0
164.0,133.0,72.0,2710.0
167.0,134.0,72.0,2711.0
164.0,135.0,73.0,2712.0
165.0,135.0,74.0,2713.0
165.0,136.0,74.0,2714.0
164.0,136.0,75.0,2715.0
164.0,136.0,73.0,2716.0
164.0,135.0,73.0,2717.0
165.0,135.0,73.0,2718.0
165.0,134.0,74.0,2719.0
165.0,133.0,72.0,2720.0
166.0,131.0,72.0,2721.0
166.0,130.0,73.0,2722.0
166.0,128.0,73.0,2723.0
164.0,127.0,74.0,2724.0
165.0,126.0,74.0,2725.0
165.0,126.0,74.0,2726.0
164.0,125.0,74.0,2727.0
165.0,126.0,74.0,2728.0
165.0,126.0,74.0,2729.0
164.0,126.0,76.0,2730.0
164.0,128.0,76.0,2731.0
165.0,128.0,76.0,2732.0
165.0,128.0,75.0,2733.0
165.0,129.0,75.0,2734.0
165.0,128.0,76.0,2735.0
164.0,128.0,75.0,2736.0
165.0,129.0,75.0,2737.0
165.0,128.0,75.0,2738.0
164.0,127.0,75.0,2739.0
166.0,127.0,75.0,2740.0
165.0,127.0,75.0,2741.0
164.0,126.0,76.0,2742.0
164.0,127.0,76.0,2743.0
165.0,125.0,76.0,2744.0
164.0,125.0,77.0,2745.0
165.0,125.0,75.0,2746.0
165.0,124.0,75.0,2747.0
164.0,124.0,74.0,2748.0
164.0,124.0,74.0,2749.0
165.0,124.0,75.0,2750.0
166.0,125.0,74.0,2751.0
164.0,126.0,74.0,2752.0
164.0,125.0,74.0,2753.0
164.0,125.0,74.0,2754.0
165.0,124.0,74.0,2755.0
164.0,122.0,73.0,2756.0
165.0,120.0,73.0,2757.0
165.0,122.0,73.0,2758.0
165.0,121.0,74.0,2759.0
165.0,122.0,75.0,2760.0
165.0,122.0,75.0,2761.0
163.0,121.0,74.0,2762.0
165.0,121.0,74.0,2763.0
164.0,121.0,74.0,2764.0
164.0,121.0,73.0,2765.0
165.0,122.0,74.0,2766.0
164.0,123.0,73.0,2767.0
165.0,123.0,73.0,2768.0
165.0,123.0,73.0,2769.0
164.0,123.0,73.0,2770.0
164.0,125.0,74.0,2771.0
163.0,126.0,73.0,2772.0
164.0,126.0,72.0,2773.0
165.0,128.0,72.0,2774.0
166.0,128.0,73.0,2775.0
165.0,129.0,75.0,2776.0
164.0,129.0,76.0,2777.0
164.0,130.0,76.0,2778.0
165.0,130.0,76.0,2779.0
165.0,130.0,75.0,2780.0
165.0,131.0,76.0,2781.0
164.0,131.0,74.0,2782.0
164.0,129.0,74.0,2783.0
164.0,128.0,74.0,2784.0
164.0,127.0,74.0,2785.0
164.0,125.0,75.0,2786.0
165.0,127.0,73.0,2787.0
164.0,127.0,73.0,2788.0
165.0,128.0,72.0,2789.0
166.0,128.0,73.0,2790.0
164.0,127.0,74.0,2791.0
164.0,127.0,73.0,2792.0
165.0,127.0,72.0,2793.0
169.0,126.0,73.0,2794.0
166.0,126.0,76.0,2795.0
165.0,126.0,78.0,2796.0
165.0,126.0,77.0,2797.0
163.0,126.0,77.0,2798.0
164.0,124.0,76.0,2799.0
163.0,122.0,75.0,2800.0
164.0,121.0,74.0,2801.0
166.0,120.0,75.0,2802.0
165.0,119.0,73.0,2803.0
164.0,119.0,73.0,2804.0
164.0,119.0,73.0,2805.0
164.0,118.0,73.0,2806.0
165.0,116.0,74.0,2807.0
163.0,114.0,73.0,2808.0
164.0,114.0,73.0,2809.0
166.0,114.0,73.0,2810.0
164.0,115.0,74.0,2811.0
165.0,117.0,75.0,2812.0
165.0,118.0,75.0,2813.0
164.0,120.0,75.0,2814.0
164.0,120.0,75.0,2815.0
164.0,121.0,74.0,2816.0
166.0,121.0,75.0,2817.0
166.0,122.0,74.0,2818.0
164.0,122.0,75.0,2819.0
164.0,123.0,74.0,2820.0
166.0,123.0,74.0,2821.0
165.0,125.0,75.0,2822.0
165.0,125.0,75.0,2823.0
165.0,126.0,74.0,2824.0
164.0,126.0,74.0,2825.0
164.0,126.0,74.0,2826.0
164.0,126.0,74.0,2827.0
165.0,126.0,74.0,2828.0
165.0,126.0,73.0,2829.0
165.0,126.0,72.0,2830.0
166.0,126.0,73.0,2831.0
164.0,125.0,74.0,2832.0
166.0,124.0,76.0,2833.0
166.0,122.0,76.0,2834.0
163.0,120.0,77.0,2835.0
164.0,119.0,78.0,2836.0
164.0,118.0,77.0,2837.0
164.0,116.0,77.0,2838.0
166.0,114.0,75.0,2839.0
165.0,114.0,76.0,2840.0
165.0,115.0,76.0,2841.0
165.0,115.0,77.0,2842.0
163.0,116.0,78.0,2843.0
164.0,117.0,77.0,2844.0
165.0,116.0,77.0,2845.0
163.0,118.0,76.0,2846.0
165.0,119.0,76.0,2847.0
165.0,121.0,77.0,2848.0
164.0,123.0,76.0,2849.0
165.0,123.0,75.0,2850.0
164.0,125.0,75.0,2851.0
165.0,127.0,75.0,2852.0
165.0,129.0,76.0,2853.0
165.0,129.0,75.0,2854.0
164.0,128.0,75.0,2855.0
166.0,128.0,76.0,2856.0
164.0,127.0,77.0,2857.0
165.0,126.0,79.0,2858.0
165.0,126.0,77.0,2859.0
163.0,125.0,77.0,2860.0
164.0,125.0,77.0,2861.0
164.0,125.0,77.0,2862.0
164.0,125.0,77.0,2863.0
164.0,125.0,78.0,2864.0
165.0,124.0,77.0,2865.0
164.0,123.0,78.0,2866.0
166.0,123.0,78.0,2867.0
165.0,123.0,79.0,2868.0
165.0,122.0,80.0,2869.0
165.0,123.0,78.0,2870.0
165.0,123.0,77.0,2871.0
164.0,124.0,77.0,2872.0
165.0,124.0,77.0,2873.0
164.0,124.0,78.0,2874.0
164.0,124.0,77.0,2875.0
164.0,124.0,77.0,2876.0
164.0,125.0,76.0,2877.0
164.0,125.0,77.0,2878.0
164.0,125.0,78.0,2879.0
165.0,124.0,78.0,2880.0
164.0,125.0,78.0,2881.0
164.0,125.0,78.0,2882.0
164.0,125.0,77.0,2883.0
166.0,125.0,78.0,2884.0
167.0,124.0,78.0,2885.0
165.0,123.0,80.0,2886.0
165.0,122.0,81.0,2887.0
165.0,122.0,81.0,2888.0
164.0,122.0,83.0,2889.0
164.0,121.0,81.0,2890.0
164.0,121.0,80.0,2891.0
163.0,122.0,80.0,2892.0
163.0,123.0,79.0,2893.0
165.0,123.0,79.0,2894.0
164.0,123.0,79.0,2895.0
164.0,123.0,79.0,2896.0
164.0,124.0,80.0,2897.0
163.0,124.0,80.0,2898.0
165.0,124.0,80.0,2899.0
165.0,124.0,80.0,2900.0
164.0,125.0,79.0,2901.0
165.0,125.0,80.0,2902.0
164.0,125.0,80.0,2903.0
165.0,125.0,80.0,2904.0
164.0,125.0,81.0,2905.0
165.0,125.0,79.0,2906.0
166.0,125.0,79.0,2907.0
165.0,126.0,79.0,2908.0
164.0,126.0,80.0,2909.0
164.0,126.0,80.0,2910.0
166.0,126.0,79.0,2911.0
166.0,126.0,80.0,2912.0
166.0,127.0,81.0,2913.0
164.0,127.0,81.0,2914.0
165.0,127.0,82.0,2915.0
163.0,127.0,82.0,2916.0
165.0,127.0,82.0,2917.0
165.0,128.0,81.0,2918.0
164.0,128.0,81.0,2919.0
165.0,128.0,82.0,2920.0
164.0,128.0,80.0,2921.0
165.0,129.0,79.0,2922.0
165.0,129.0,78.0,2923.0
165.0,129.0,78.0,2924.0
164.0,129.0,79.0,2925.0
164.0,129.0,78.0,2926.0
165.0,129.0,77.0,2927.0
165.0,128.0,77.0,2928.0
164.0,128.0,77.0,2929.0
164.0,127.0,78.0,2930.0
165.0,127.0,78.0,2931.0
164.0,127.0,77.0,2932.0
164.0,127.0,77.0,2933.0
165.0,127.0,77.0,2934.0
165.0,128.0,77.0,2935.0
165.0,128.0,78.0,2936.0
165.0,128.0,77.0,2937.0
166.0,128.0,77.0,2938.0
164.0,128.0,77.0,2939.0
165.0,128.0,78.0,2940.0
165.0,128.0,78.0,2941.0
165.0,128.0,77.0,2942.0
164.0,128.0,77.0,2943.0
165.0,128.0,78.0,2944.0
165.0,127.0,78.0,2945.0
164.0,127.0,80.0,2946.0
164.0,128.0,80.0,2947.0
165.0,128.0,79.0,2948.0
164.0,128.0,78.0,2949.0
164.0,129.0,78.0,2950.0
164.0,129.0,79.0,2951.0
165.0,129.0,78.0,2952.0
165.0,129.0,77.0,2953.0
164.0,129.0,77.0,2954.0
165.0,129.0,78.0,2955.0
165.0,129.0,78.0,2956.0
164.0,129.0,78.0,2957.0
164.0,129.0,78.0,2958.0
165.0,129.0,77.0,2959.0
165.0,129.0,77.0,2960.0
165.0,128.0,77.0,2961.0
164.0,128.0,77.0,2962.0
163.0,128.0,76.0,2963.0
165.0,128.0,75.0,2964.0
164.0,127.0,75.0,2965.0
165.0,128.0,75.0,2966.0
164.0,128.0,77.0,2967.0
166.0,128.0,77.0,2968.0
165.0,128.0,78.0,2969.0
164.0,128.0,78.0,2970.0
166.0,129.0,78.0,2971.0
164.0,129.0,79.0,2972.0
164.0,129.0,78.0,2973.0
163.0,129.0,77.0,2974.0
164.0,129.0,77.0,2975.0
165.0,130.0,77.0,2976.0
165.0,130.0,79.0,2977.0
165.0,130.0,78.0,2978.0
164.0,130.0,78.0,2979.0
164.0,130.0,77.0,2980.0
165.0,131.0,77.0,2981.0
164.0,130.0,78.0,2982.0
165.0,129.0,77.0,2983.0
165.0,128.0,76.0,2984.0
166.0,128.0,76.0,2985.0
165.0,128.0,76.0,2986.0
165.0,128.0,78.0,2987.0
165.0,129.0,77.0,2988.0
165.0,129.0,77.0,2989.0
163.0,129.0,77.0,2990.0
163.0,129.0,76.0,2991.0
164.0,128.0,76.0,2992.0
164.0,127.0,75.0,2993.0
164.0,125.0,75.0,2994.0
164.0,124.0,75.0,2995.0
164.0,123.0,75.0,2996.0
164.0,124.0,75.0,2997.0
164.0,124.0,76.0,2998.0
165.0,124.0,75.0,2999.0
165.0,125.0,74.0,3000.0
165.0,125.0,74.0,3001.0
165.0,126.0,74.0,3002.0
166.0,126.0,76.0,3003.0
166.0,126.0,75.0,3004.0
168.0,127.0,77.0,3005.0
166.0,128.0,79.0,3006.0
163.0,128.0,81.0,3007.0
164.0,128.0,81.0,3008.0
164.0,128.0,79.0,3009.0
163.0,128.0,78.0,3010.0
165.0,129.0,76.0,3011.0
165.0,128.0,76.0,3012.0
164.0,127.0,77.0,3013.0
168.0,127.0,76.0,3014.0
165.0,126.0,78.0,3015.0
