power,heartRate,cadence,time
164.0,122.0,74.0,1437.0
164.0,122.0,74.0,1438.0
164.0,120.0,74.0,1439.0
164.0,120.0,73.0,1440.0
164.0,120.0,74.0,1441.0
164.0,118.0,73.0,1442.0
164.0,117.0,73.0,1443.0
164.0,116.0,73.0,1444.0
164.0,116.0,73.0,1445.0
166.0,117.0,73.0,1446.0
163.0,119.0,74.0,1447.0
165.0,120.0,73.0,1448.0
163.0,122.0,73.0,1449.0
164.0,124.0,72.0,1450.0
165.0,125.0,73.0,1451.0
166.0,125.0,72.0,1452.0
164.0,125.0,72.0,1453.0
165.0,125.0,72.0,1454.0
165.0,125.0,72.0,1455.0
164.0,125.0,73.0,1456.0
164.0,125.0,72.0,1457.0
164.0,125.0,72.0,1458.0
163.0,125.0,71.0,1459.0
165.0,125.0,71.0,1460.0
165.0,125.0,70.0,1461.0
165.0,125.0,71.0,1462.0
164.0,124.0,72.0,1463.0
164.0,124.0,72.0,1464.0
164.0,123.0,72.0,1465.0
164.0,123.0,72.0,1466.0
163.0,123.0,72.0,1467.0
164.0,123.0,71.0,1468.0
165.0,123.0,71.0,1469.0
166.0,123.0,71.0,1470.0
163.0,123.0,71.0,1471.0
164.0,123.0,71.0,1472.0
164.0,123.0,70.0,1473.0
164.0,123.0,69.0,1474.0
165.0,124.0,69.0,1475.0
166.0,123.0,70.0,1476.0
164.0,123.0,71.0,1477.0
166.0,123.0,70.0,1478.0
164.0,121.0,70.0,1479.0
166.0,119.0,71.0,1480.0
165.0,118.0,71.0,1481.0
165.0,116.0,73.0,1482.0
163.0,114.0,73.0,1483.0
163.0,116.0,73.0,1484.0
164.0,117.0,72.0,1485.0
164.0,119.0,72.0,1486.0
167.0,121.0,73.0,1487.0
165.0,124.0,74.0,1488.0
164.0,124.0,74.0,1489.0
164.0,123.0,74.0,1490.0
165.0,124.0,73.0,1491.0
164.0,124.0,72.0,1492.0
164.0,123.0,73.0,1493.0
163.0,124.0,71.0,1494.0
166.0,125.0,71.0,1495.0
166.0,125.0,71.0,1496.0
166.0,127.0,72.0,1497.0
166.0,125.0,73.0,1498.0
164.0,124.0,73.0,1499.0
164.0,125.0,73.0,1500.0
164.0,124.0,73.0,1501.0
165.0,123.0,73.0,1502.0
165.0,123.0,73.0,1503.0
164.0,124.0,72.0,1504.0
164.0,124.0,72.0,1505.0
165.0,123.0,72.0,1506.0
165.0,121.0,72.0,1507.0
165.0,120.0,74.0,1508.0
166.0,119.0,74.0,1509.0
163.0,120.0,75.0,1510.0
163.0,121.0,75.0,1511.0
164.0,122.0,73.0,1512.0
165.0,122.0,74.0,1513.0
164.0,124.0,72.0,1514.0
165.0,123.0,72.0,1515.0
165.0,121.0,72.0,1516.0
165.0,119.0,72.0,1517.0
164.0,120.0,73.0,1518.0
165.0,121.0,72.0,1519.0
165.0,123.0,72.0,1520.0
165.0,124.0,72.0,1521.0
165.0,125.0,72.0,1522.0
165.0,126.0,73.0,1523.0
165.0,126.0,72.0,1524.0
165.0,127.0,72.0,1525.0
164.0,127.0,72.0,1526.0
163.0,128.0,70.0,1527.0
163.0,128.0,70.0,1528.0
163.0,128.0,70.0,1529.0
165.0,128.0,68.0,1530.0
167.0,127.0,68.0,1531.0
166.0,126.0,69.0,1532.0
165.0,125.0,70.0,1533.0
164.0,123.0,72.0,1534.0
165.0,121.0,72.0,1535.0
165.0,120.0,73.0,1536.0
165.0,119.0,73.0,1537.0
165.0,118.0,73.0,1538.0
164.0,118.0,73.0,1539.0
164.0,119.0,72.0,1540.0
165.0,120.0,72.0,1541.0
166.0,121.0,72.0,1542.0
165.0,121.0,72.0,1543.0
164.0,122.0,73.0,1544.0
163.0,121.0,72.0,1545.0
164.0,120.0,72.0,1546.0
164.0,120.0,72.0,1547.0
164.0,120.0,71.0,1548.0
163.0,121.0,72.0,1549.0
163.0,121.0,70.0,1550.0
164.0,121.0,70.0,1551.0
168.0,121.0,70.0,1552.0
165.0,121.0,72.0,1553.0
164.0,119.0,74.0,1554.0
164.0,119.0,73.0,1555.0
163.0,118.0,72.0,1556.0
165.0,119.0,72.0,1557.0
165.0,121.0,72.0,1558.0
165.0,122.0,73.0,1559.0
164.0,123.0,72.0,1560.0
164.0,124.0,72.0,1561.0
164.0,125.0,71.0,1562.0
166.0,125.0,71.0,1563.0
165.0,126.0,73.0,1564.0
165.0,125.0,72.0,1565.0
165.0,125.0,71.0,1566.0
164.0,125.0,71.0,1567.0
166.0,126.0,71.0,1568.0
166.0,127.0,71.0,1569.0
164.0,127.0,72.0,1570.0
165.0,127.0,71.0,1571.0
164.0,126.0,71.0,1572.0
165.0,126.0,71.0,1573.0
164.0,126.0,71.0,1574.0
165.0,125.0,71.0,1575.0
164.0,125.0,70.0,1576.0
165.0,125.0,70.0,1577.0
164.0,124.0,70.0,1578.0
165.0,125.0,70.0,1579.0
165.0,125.0,71.0,1580.0
165.0,125.0,71.0,1581.0
163.0,125.0,72.0,1582.0
164.0,126.0,71.0,1583.0
165.0,125.0,71.0,1584.0
164.0,125.0,72.0,1585.0
165.0,124.0,71.0,1586.0
165.0,124.0,71.0,1587.0
165.0,126.0,72.0,1588.0
164.0,126.0,72.0,1589.0
165.0,125.0,73.0,1590.0
164.0,125.0,72.0,1591.0
164.0,125.0,71.0,1592.0
164.0,125.0,72.0,1593.0
165.0,125.0,72.0,1594.0
163.0,125.0,72.0,1595.0
164.0,125.0,71.0,1596.0
164.0,125.0,71.0,1597.0
163.0,124.0,70.0,1598.0
162.0,124.0,70.0,1599.0
164.0,122.0,69.0,1600.0
167.0,121.0,69.0,1601.0
167.0,120.0,69.0,1602.0
169.0,118.0,71.0,1603.0
165.0,119.0,75.0,1604.0
163.0,119.0,77.0,1605.0
163.0,119.0,77.0,1606.0
164.0,119.0,75.0,1607.0
164.0,118.0,74.0,1608.0
164.0,118.0,73.0,1609.0
163.0,119.0,72.0,1610.0
164.0,120.0,72.0,1611.0
166.0,120.0,70.0,1612.0
164.0,121.0,70.0,1613.0
165.0,122.0,70.0,1614.0
164.0,123.0,69.0,1615.0
165.0,125.0,70.0,1616.0
165.0,126.0,69.0,1617.0
164.0,127.0,68.0,1618.0
164.0,127.0,68.0,1619.0
166.0,127.0,68.0,1620.0
165.0,127.0,69.0,1621.0
165.0,127.0,68.0,1622.0
165.0,129.0,68.0,1623.0
165.0,131.0,68.0,1624.0
163.0,132.0,68.0,1625.0
166.0,133.0,69.0,1626.0
163.0,133.0,68.0,1627.0
168.0,135.0,69.0,1628.0
168.0,136.0,71.0,1629.0
164.0,134.0,71.0,1630.0
164.0,134.0,71.0,1631.0
164.0,133.0,74.0,1632.0
164.0,132.0,72.0,1633.0
164.0,131.0,72.0,1634.0
164.0,130.0,71.0,1635.0
163.0,129.0,71.0,1636.0
163.0,128.0,71.0,1637.0
164.0,127.0,70.0,1638.0
163.0,126.0,69.0,1639.0
164.0,127.0,68.0,1640.0
164.0,127.0,68.0,1641.0
164.0,128.0,69.0,1642.0
165.0,129.0,68.0,1643.0
164.0,129.0,68.0,1644.0
165.0,129.0,68.0,1645.0
165.0,129.0,68.0,1646.0
163.0,131.0,69.0,1647.0
165.0,132.0,68.0,1648.0
164.0,132.0,67.0,1649.0
164.0,131.0,67.0,1650.0
165.0,131.0,67.0,1651.0
165.0,130.0,68.0,1652.0
165.0,130.0,67.0,1653.0
165.0,130.0,67.0,1654.0
163.0,129.0,67.0,1655.0
164.0,130.0,66.0,1656.0
165.0,129.0,67.0,1657.0
165.0,129.0,67.0,1658.0
163.0,128.0,66.0,1659.0
165.0,127.0,66.0,1660.0
164.0,126.0,66.0,1661.0
166.0,125.0,65.0,1662.0
165.0,125.0,66.0,1663.0
164.0,125.0,66.0,1664.0
164.0,124.0,66.0,1665.0
164.0,124.0,66.0,1666.0
165.0,124.0,65.0,1667.0
164.0,124.0,66.0,1668.0
163.0,124.0,65.0,1669.0
166.0,124.0,65.0,1670.0
169.0,124.0,65.0,1671.0
167.0,122.0,67.0,1672.0
165.0,123.0,70.0,1673.0
165.0,124.0,71.0,1674.0
165.0,124.0,71.0,1675.0
164.0,123.0,71.0,1676.0
164.0,122.0,71.0,1677.0
165.0,121.0,72.0,1678.0
164.0,122.0,71.0,1679.0
165.0,120.0,71.0,1680.0
164.0,120.0,70.0,1681.0
164.0,121.0,70.0,1682.0
166.0,121.0,71.0,1683.0
165.0,123.0,71.0,1684.0
166.0,123.0,72.0,1685.0
163.0,123.0,73.0,1686.0
164.0,123.0,72.0,1687.0
164.0,123.0,72.0,1688.0
165.0,122.0,70.0,1689.0
165.0,121.0,70.0,1690.0
165.0,121.0,70.0,1691.0
164.0,121.0,70.0,1692.0
165.0,122.0,70.0,1693.0
164.0,122.0,71.0,1694.0
163.0,123.0,70.0,1695.0
164.0,123.0,69.0,1696.0
165.0,123.0,69.0,1697.0
164.0,123.0,68.0,1698.0
164.0,123.0,69.0,1699.0
166.0,123.0,70.0,1700.0
164.0,121.0,70.0,1701.0
165.0,120.0,71.0,1702.0
165.0,119.0,71.0,1703.0
166.0,118.0,70.0,1704.0
166.0,118.0,72.0,1705.0
164.0,119.0,73.0,1706.0
165.0,119.0,73.0,1707.0
164.0,120.0,73.0,1708.0
164.0,121.0,74.0,1709.0
166.0,121.0,73.0,1710.0
166.0,122.0,73.0,1711.0
164.0,121.0,74.0,1712.0
166.0,121.0,75.0,1713.0
165.0,119.0,77.0,1714.0
163.0,117.0,76.0,1715.0
164.0,116.0,74.0,1716.0
165.0,117.0,74.0,1717.0
164.0,118.0,73.0,1718.0
162.0,119.0,73.0,1719.0
167.0,118.0,73.0,1720.0
164.0,116.0,73.0,1721.0
165.0,114.0,74.0,1722.0
164.0,114.0,75.0,1723.0
163.0,114.0,75.0,1724.0
163.0,114.0,75.0,1725.0
163.0,115.0,72.0,1726.0
164.0,115.0,72.0,1727.0
165.0,117.0,71.0,1728.0
164.0,118.0,71.0,1729.0
165.0,118.0,72.0,1730.0
165.0,117.0,72.0,1731.0
165.0,116.0,72.0,1732.0
165.0,114.0,72.0,1733.0
165.0,112.0,72.0,1734.0
165.0,110.0,72.0,1735.0
164.0,108.0,71.0,1736.0
164.0,109.0,71.0,1737.0
164.0,109.0,71.0,1738.0
165.0,110.0,70.0,1739.0
164.0,111.0,71.0,1740.0
165.0,112.0,70.0,1741.0
164.0,114.0,71.0,1742.0
164.0,116.0,71.0,1743.0
165.0,118.0,70.0,1744.0
164.0,120.0,71.0,1745.0
165.0,121.0,70.0,1746.0
165.0,122.0,70.0,1747.0
165.0,122.0,70.0,1748.0
165.0,123.0,70.0,1749.0
166.0,121.0,70.0,1750.0
164.0,122.0,71.0,1751.0
166.0,122.0,70.0,1752.0
163.0,122.0,70.0,1753.0
167.0,124.0,71.0,1754.0
164.0,124.0,72.0,1755.0
163.0,125.0,74.0,1756.0
164.0,125.0,72.0,1757.0
163.0,126.0,70.0,1758.0
164.0,125.0,69.0,1759.0
164.0,125.0,69.0,1760.0
164.0,125.0,70.0,1761.0
165.0,126.0,69.0,1762.0
165.0,127.0,70.0,1763.0
163.0,127.0,69.0,1764.0
165.0,127.0,68.0,1765.0
165.0,128.0,68.0,1766.0
163.0,128.0,68.0,1767.0
164.0,129.0,67.0,1768.0
163.0,129.0,66.0,1769.0
163.0,129.0,65.0,1770.0
165.0,129.0,65.0,1771.0
165.0,129.0,64.0,1772.0
166.0,128.0,65.0,1773.0
165.0,127.0,66.0,1774.0
163.0,126.0,66.0,1775.0
165.0,125.0,67.0,1776.0
165.0,125.0,66.0,1777.0
165.0,124.0,66.0,1778.0
164.0,123.0,66.0,1779.0
165.0,125.0,66.0,1780.0
166.0,125.0,66.0,1781.0
165.0,125.0,66.0,1782.0
164.0,126.0,67.0,1783.0
165.0,126.0,68.0,1784.0
166.0,126.0,69.0,1785.0
165.0,126.0,69.0,1786.0
165.0,125.0,70.0,1787.0
164.0,127.0,69.0,1788.0
165.0,129.0,69.0,1789.0
164.0,129.0,69.0,1790.0
165.0,128.0,68.0,1791.0
164.0,128.0,69.0,1792.0
164.0,127.0,68.0,1793.0
169.0,126.0,68.0,1794.0
168.0,124.0,71.0,1795.0
164.0,124.0,76.0,1796.0
164.0,124.0,77.0,1797.0
163.0,123.0,76.0,1798.0
165.0,123.0,76.0,1799.0
164.0,121.0,75.0,1800.0
165.0,119.0,74.0,1801.0
165.0,119.0,75.0,1802.0
165.0,118.0,74.0,1803.0
166.0,117.0,75.0,1804.0
165.0,118.0,77.0,1805.0
165.0,118.0,78.0,1806.0
165.0,117.0,78.0,1807.0
165.0,115.0,77.0,1808.0
164.0,114.0,77.0,1809.0
165.0,115.0,76.0,1810.0
165.0,117.0,76.0,1811.0
166.0,119.0,77.0,1812.0
165.0,121.0,77.0,1813.0
165.0,123.0,77.0,1814.0
163.0,125.0,77.0,1815.0
164.0,126.0,77.0,1816.0
165.0,126.0,76.0,1817.0
165.0,125.0,77.0,1818.0
165.0,125.0,76.0,1819.0
164.0,124.0,77.0,1820.0
164.0,124.0,77.0,1821.0
165.0,125.0,77.0,1822.0
164.0,126.0,78.0,1823.0
163.0,124.0,77.0,1824.0
164.0,123.0,77.0,1825.0
163.0,124.0,76.0,1826.0
165.0,126.0,76.0,1827.0
165.0,128.0,77.0,1828.0
164.0,129.0,77.0,1829.0
165.0,129.0,77.0,1830.0
165.0,129.0,77.0,1831.0
165.0,130.0,77.0,1832.0
164.0,130.0,78.0,1833.0
165.0,132.0,77.0,1834.0
164.0,132.0,76.0,1835.0
165.0,132.0,76.0,1836.0
164.0,132.0,76.0,1837.0
164.0,132.0,77.0,1838.0
164.0,131.0,76.0,1839.0
164.0,132.0,75.0,1840.0
166.0,132.0,75.0,1841.0
166.0,132.0,77.0,1842.0
165.0,132.0,79.0,1843.0
162.0,133.0,77.0,1844.0
162.0,132.0,77.0,1845.0
162.0,133.0,75.0,1846.0
164.0,134.0,73.0,1847.0
165.0,133.0,72.0,1848.0
165.0,132.0,72.0,1849.0
163.0,132.0,71.0,1850.0
164.0,131.0,70.0,1851.0
164.0,131.0,69.0,1852.0
164.0,130.0,68.0,1853.0
167.0,129.0,69.0,1854.0
167.0,128.0,69.0,1855.0
165.0,129.0,71.0,1856.0
163.0,130.0,72.0,1857.0
165.0,131.0,72.0,1858.0
164.0,131.0,72.0,1859.0
163.0,131.0,71.0,1860.0
165.0,132.0,70.0,1861.0
164.0,134.0,69.0,1862.0
164.0,134.0,69.0,1863.0
164.0,138.0,70.0,1864.0
165.0,139.0,68.0,1865.0
167.0,140.0,68.0,1866.0
170.0,140.0,70.0,1867.0
167.0,139.0,75.0,1868.0
164.0,139.0,80.0,1869.0
164.0,139.0,79.0,1870.0
163.0,139.0,78.0,1871.0
163.0,139.0,77.0,1872.0
165.0,139.0,76.0,1873.0
165.0,139.0,77.0,1874.0
164.0,138.0,76.0,1875.0
165.0,138.0,76.0,1876.0
165.0,137.0,75.0,1877.0
164.0,137.0,75.0,1878.0
164.0,136.0,76.0,1879.0
164.0,136.0,75.0,1880.0
164.0,136.0,75.0,1881.0
165.0,135.0,75.0,1882.0
166.0,135.0,77.0,1883.0
166.0,134.0,77.0,1884.0
163.0,133.0,79.0,1885.0
162.0,133.0,79.0,1886.0
163.0,132.0,77.0,1887.0
164.0,131.0,76.0,1888.0
165.0,131.0,74.0,1889.0
164.0,131.0,74.0,1890.0
166.0,130.0,73.0,1891.0
165.0,132.0,74.0,1892.0
164.0,133.0,75.0,1893.0
165.0,134.0,75.0,1894.0
165.0,135.0,75.0,1895.0
167.0,135.0,74.0,1896.0
166.0,135.0,75.0,1897.0
164.0,135.0,76.0,1898.0
164.0,134.0,77.0,1899.0
164.0,133.0,77.0,1900.0
165.0,135.0,75.0,1901.0
166.0,136.0,74.0,1902.0
166.0,138.0,75.0,1903.0
164.0,138.0,76.0,1904.0
165.0,136.0,78.0,1905.0
165.0,135.0,76.0,1906.0
163.0,135.0,76.0,1907.0
164.0,134.0,75.0,1908.0
164.0,134.0,75.0,1909.0
164.0,133.0,75.0,1910.0
165.0,133.0,74.0,1911.0
164.0,132.0,74.0,1912.0
164.0,133.0,74.0,1913.0
164.0,132.0,74.0,1914.0
164.0,132.0,73.0,1915.0
165.0,130.0,74.0,1916.0
165.0,128.0,73.0,1917.0
166.0,126.0,72.0,1918.0
165.0,124.0,73.0,1919.0
165.0,122.0,74.0,1920.0
164.0,120.0,75.0,1921.0
165.0,120.0,75.0,1922.0
165.0,120.0,74.0,1923.0
164.0,119.0,75.0,1924.0
163.0,120.0,75.0,1925.0
164.0,119.0,75.0,1926.0
164.0,120.0,74.0,1927.0
165.0,121.0,73.0,1928.0
166.0,120.0,73.0,1929.0
165.0,120.0,74.0,1930.0
164.0,121.0,76.0,1931.0
164.0,122.0,75.0,1932.0
165.0,120.0,74.0,1933.0
164.0,118.0,73.0,1934.0
164.0,119.0,73.0,1935.0
164.0,119.0,74.0,1936.0
165.0,120.0,74.0,1937.0
166.0,122.0,75.0,1938.0
163.0,122.0,76.0,1939.0
164.0,123.0,76.0,1940.0
165.0,123.0,76.0,1941.0
165.0,123.0,74.0,1942.0
164.0,123.0,74.0,1943.0
164.0,123.0,74.0,1944.0
165.0,121.0,74.0,1945.0
164.0,120.0,74.0,1946.0
166.0,121.0,75.0,1947.0
164.0,122.0,74.0,1948.0
164.0,123.0,74.0,1949.0
165.0,123.0,74.0,1950.0
165.0,122.0,74.0,1951.0
165.0,121.0,75.0,1952.0
164.0,121.0,74.0,1953.0
164.0,121.0,74.0,1954.0
165.0,122.0,74.0,1955.0
164.0,124.0,73.0,1956.0
165.0,124.0,74.0,1957.0
164.0,124.0,73.0,1958.0
165.0,124.0,72.0,1959.0
166.0,125.0,72.0,1960.0
164.0,125.0,73.0,1961.0
164.0,124.0,74.0,1962.0
164.0,123.0,73.0,1963.0
164.0,122.0,73.0,1964.0
164.0,122.0,73.0,1965.0
164.0,122.0,74.0,1966.0
165.0,122.0,75.0,1967.0
164.0,122.0,74.0,1968.0
164.0,121.0,74.0,1969.0
164.0,121.0,74.0,1970.0
164.0,121.0,74.0,1971.0
166.0,121.0,75.0,1972.0
165.0,122.0,74.0,1973.0
164.0,123.0,74.0,1974.0
165.0,122.0,73.0,1975.0
166.0,121.0,73.0,1976.0
165.0,120.0,73.0,1977.0
164.0,120.0,74.0,1978.0
164.0,121.0,74.0,1979.0
165.0,121.0,73.0,1980.0
165.0,121.0,73.0,1981.0
165.0,121.0,73.0,1982.0
165.0,121.0,75.0,1983.0
164.0,120.0,74.0,1984.0
164.0,120.0,74.0,1985.0
164.0,121.0,73.0,1986.0
165.0,120.0,73.0,1987.0
165.0,119.0,73.0,1988.0
164.0,120.0,72.0,1989.0
164.0,121.0,72.0,1990.0
166.0,122.0,72.0,1991.0
167.0,122.0,73.0,1992.0
165.0,121.0,75.0,1993.0
163.0,119.0,76.0,1994.0
164.0,118.0,75.0,1995.0
165.0,117.0,74.0,1996.0
163.0,118.0,74.0,1997.0
165.0,119.0,74.0,1998.0
164.0,119.0,72.0,1999.0
165.0,118.0,72.0,2000.0
166.0,119.0,73.0,2001.0
164.0,119.0,73.0,2002.0
165.0,120.0,74.0,2003.0
165.0,121.0,74.0,2004.0
164.0,122.0,74.0,2005.0
165.0,122.0,75.0,2006.0
165.0,123.0,75.0,2007.0
164.0,123.0,75.0,2008.0
165.0,123.0,76.0,2009.0
165.0,124.0,74.0,2010.0
164.0,125.0,74.0,2011.0
166.0,126.0,75.0,2012.0
164.0,126.0,75.0,2013.0
164.0,126.0,76.0,2014.0
166.0,127.0,74.0,2015.0
164.0,127.0,74.0,2016.0
168.0,126.0,75.0,2017.0
164.0,125.0,77.0,2018.0
164.0,125.0,79.0,2019.0
165.0,126.0,77.0,2020.0
165.0,126.0,76.0,2021.0
165.0,127.0,76.0,2022.0
164.0,126.0,75.0,2023.0
164.0,125.0,75.0,2024.0
168.0,124.0,74.0,2025.0
163.0,122.0,76.0,2026.0
165.0,121.0,77.0,2027.0
165.0,123.0,77.0,2028.0
165.0,125.0,78.0,2029.0
163.0,125.0,77.0,2030.0
163.0,125.0,76.0,2031.0
164.0,125.0,75.0,2032.0
164.0,127.0,74.0,2033.0
165.0,129.0,75.0,2034.0
165.0,130.0,74.0,2035.0
164.0,130.0,73.0,2036.0
163.0,130.0,73.0,2037.0
165.0,131.0,72.0,2038.0
165.0,130.0,74.0,2039.0
166.0,129.0,74.0,2040.0
165.0,129.0,73.0,2041.0
166.0,129.0,74.0,2042.0
166.0,128.0,75.0,2043.0
164.0,128.0,76.0,2044.0
165.0,127.0,77.0,2045.0
164.0,128.0,76.0,2046.0
165.0,128.0,75.0,2047.0
165.0,128.0,75.0,2048.0
164.0,126.0,74.0,2049.0
165.0,125.0,75.0,2050.0
165.0,124.0,74.0,2051.0
165.0,123.0,74.0,2052.0
164.0,124.0,74.0,2053.0
166.0,122.0,74.0,2054.0
167.0,122.0,75.0,2055.0
166.0,122.0,76.0,2056.0
163.0,123.0,77.0,2057.0
165.0,123.0,78.0,2058.0
164.0,122.0,77.0,2059.0
164.0,122.0,79.0,2060.0
164.0,122.0,77.0,2061.0
165.0,123.0,76.0,2062.0
164.0,123.0,75.0,2063.0
164.0,124.0,75.0,2064.0
164.0,124.0,76.0,2065.0
164.0,123.0,75.0,2066.0
164.0,122.0,74.0,2067.0
164.0,122.0,74.0,2068.0
165.0,122.0,74.0,2069.0
164.0,121.0,75.0,2070.0
164.0,121.0,73.0,2071.0
165.0,121.0,73.0,2072.0
164.0,121.0,73.0,2073.0
165.0,122.0,72.0,2074.0
164.0,123.0,72.0,2075.0
167.0,124.0,73.0,2076.0
167.0,126.0,73.0,2077.0
166.0,128.0,74.0,2078.0
166.0,129.0,74.0,2079.0
165.0,129.0,77.0,2080.0
164.0,127.0,79.0,2081.0
163.0,126.0,78.0,2082.0
163.0,126.0,76.0,2083.0
164.0,125.0,75.0,2084.0
165.0,124.0,74.0,2085.0
165.0,123.0,75.0,2086.0
166.0,123.0,74.0,2087.0
165.0,124.0,74.0,2088.0
164.0,124.0,74.0,2089.0
165.0,124.0,74.0,2090.0
164.0,124.0,75.0,2091.0
164.0,123.0,75.0,2092.0
165.0,121.0,75.0,2093.0
166.0,119.0,75.0,2094.0
164.0,121.0,75.0,2095.0
165.0,123.0,77.0,2096.0
165.0,125.0,76.0,2097.0
165.0,129.0,77.0,2098.0
165.0,131.0,76.0,2099.0
165.0,133.0,76.0,2100.0
164.0,135.0,77.0,2101.0
164.0,136.0,75.0,2102.0
164.0,137.0,74.0,2103.0
165.0,136.0,74.0,2104.0
165.0,135.0,74.0,2105.0
165.0,133.0,74.0,2106.0
162.0,132.0,77.0,2107.0
164.0,132.0,75.0,2108.0
164.0,133.0,74.0,2109.0
165.0,134.0,74.0,2110.0
165.0,134.0,74.0,2111.0
165.0,135.0,76.0,2112.0
164.0,136.0,75.0,2113.0
164.0,137.0,75.0,2114.0
165.0,138.0,74.0,2115.0
164.0,140.0,74.0,2116.0
164.0,141.0,75.0,2117.0
165.0,143.0,74.0,2118.0
165.0,144.0,74.0,2119.0
164.0,144.0,74.0,2120.0
164.0,143.0,74.0,2121.0
165.0,142.0,75.0,2122.0
165.0,142.0,74.0,2123.0
166.0,143.0,74.0,2124.0
165.0,143.0,75.0,2125.0
164.0,144.0,75.0,2126.0
164.0,144.0,76.0,2127.0
165.0,144.0,75.0,2128.0
164.0,144.0,75.0,2129.0
165.0,143.0,75.0,2130.0
164.0,142.0,75.0,2131.0
163.0,143.0,76.0,2132.0
165.0,142.0,74.0,2133.0
169.0,143.0,76.0,2134.0
164.0,143.0,79.0,2135.0
164.0,144.0,80.0,2136.0
165.0,144.0,81.0,2137.0
164.0,145.0,79.0,2138.0
165.0,147.0,79.0,2139.0
166.0,147.0,80.0,2140.0
166.0,146.0,80.0,2141.0
163.0,146.0,81.0,2142.0
164.0,145.0,81.0,2143.0
165.0,143.0,80.0,2144.0
165.0,141.0,80.0,2145.0
164.0,140.0,80.0,2146.0
164.0,138.0,79.0,2147.0
165.0,138.0,80.0,2148.0
164.0,137.0,78.0,2149.0
164.0,135.0,78.0,2150.0
164.0,131.0,79.0,2151.0
164.0,131.0,78.0,2152.0
167.0,129.0,79.0,2153.0
168.0,127.0,79.0,2154.0
165.0,125.0,82.0,2155.0
165.0,124.0,84.0,2156.0
165.0,123.0,84.0,2157.0
163.0,121.0,84.0,2158.0
164.0,120.0,81.0,2159.0
165.0,119.0,80.0,2160.0
165.0,118.0,80.0,2161.0
165.0,118.0,80.0,2162.0
165.0,117.0,82.0,2163.0
165.0,119.0,81.0,2164.0
165.0,121.0,81.0,2165.0
163.0,123.0,81.0,2166.0
166.0,125.0,81.0,2167.0
164.0,126.0,82.0,2168.0
163.0,127.0,81.0,2169.0
164.0,126.0,80.0,2170.0
165.0,126.0,79.0,2171.0
164.0,126.0,79.0,2172.0
165.0,126.0,79.0,2173.0
164.0,126.0,77.0,2174.0
164.0,124.0,76.0,2175.0
165.0,124.0,76.0,2176.0
165.0,125.0,76.0,2177.0
165.0,123.0,76.0,2178.0
164.0,123.0,77.0,2179.0
165.0,123.0,78.0,2180.0
165.0,124.0,78.0,2181.0
164.0,123.0,77.0,2182.0
164.0,124.0,77.0,2183.0
165.0,125.0,77.0,2184.0
166.0,126.0,77.0,2185.0
164.0,128.0,78.0,2186.0
164.0,130.0,78.0,2187.0
165.0,131.0,78.0,2188.0
165.0,131.0,78.0,2189.0
165.0,131.0,76.0,2190.0
166.0,131.0,76.0,2191.0
165.0,131.0,77.0,2192.0
165.0,131.0,77.0,2193.0
164.0,130.0,79.0,2194.0
164.0,131.0,77.0,2195.0
165.0,131.0,77.0,2196.0
164.0,133.0,77.0,2197.0
164.0,135.0,76.0,2198.0
165.0,136.0,77.0,2199.0
166.0,135.0,77.0,2200.0
165.0,134.0,77.0,2201.0
164.0,134.0,77.0,2202.0
165.0,134.0,77.0,2203.0
166.0,136.0,79.0,2204.0
165.0,136.0,79.0,2205.0
165.0,136.0,79.0,2206.0
165.0,137.0,79.0,2207.0
165.0,139.0,80.0,2208.0
164.0,139.0,80.0,2209.0
164.0,141.0,81.0,2210.0
165.0,142.0,79.0,2211.0
163.0,140.0,78.0,2212.0
164.0,139.0,78.0,2213.0
164.0,138.0,77.0,2214.0
165.0,137.0,78.0,2215.0
165.0,135.0,78.0,2216.0
163.0,133.0,77.0,2217.0
164.0,131.0,77.0,2218.0
165.0,129.0,76.0,2219.0
165.0,129.0,76.0,2220.0
166.0,128.0,75.0,2221.0
163.0,127.0,76.0,2222.0
166.0,125.0,76.0,2223.0
165.0,125.0,76.0,2224.0
165.0,124.0,77.0,2225.0
164.0,124.0,77.0,2226.0
166.0,123.0,77.0,2227.0
165.0,123.0,78.0,2228.0
165.0,123.0,78.0,2229.0
165.0,123.0,80.0,2230.0
165.0,124.0,79.0,2231.0
165.0,126.0,79.0,2232.0
165.0,127.0,79.0,2233.0
163.0,127.0,78.0,2234.0
165.0,127.0,79.0,2235.0
163.0,126.0,77.0,2236.0
165.0,124.0,76.0,2237.0
164.0,125.0,77.0,2238.0
164.0,127.0,77.0,2239.0
165.0,129.0,79.0,2240.0
164.0,130.0,79.0,2241.0
163.0,131.0,78.0,2242.0
165.0,132.0,78.0,2243.0
165.0,132.0,77.0,2244.0
164.0,133.0,78.0,2245.0
165.0,133.0,79.0,2246.0
164.0,133.0,77.0,2247.0
164.0,133.0,77.0,2248.0
165.0,133.0,77.0,2249.0
165.0,132.0,77.0,2250.0
164.0,131.0,78.0,2251.0
166.0,131.0,77.0,2252.0
164.0,131.0,77.0,2253.0
165.0,131.0,77.0,2254.0
164.0,131.0,77.0,2255.0
166.0,131.0,78.0,2256.0
164.0,132.0,78.0,2257.0
165.0,133.0,78.0,2258.0
